http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=2000&refinements%3D4294965216%2C4226526127%26queryText%3Dstandards,6/29/17 15:42,,,,,,,,,,,,,,,text,,,,,,,,,,,,,,,
Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,Category
"IEEE Standard Test Code for Liquid-Immersed Distribution, Power, and Regulating Transformers Corrigendum 1:Editorial and Technical Corrections",,,IEEE Std C57.12.90-2015/Cor 1-2017 (Corrigendum to IEEE Std C57.12.90-2015),20170502,2016,,,1,13,The definition of constant k in Equation 2 (in 8.3) and line terminal rated voltage in the last paragraph of 10.8.2 are corrected in this corrigendum.,,Electronic:978-1-5044-3968-8,10.1109/IEEESTD.2016.7917395,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7917395,IEEE C57.12.90(TM),Dielectric liquids;IEEE Standards;Immersion cooling;Power distribution;Power transformers,IEEE standards;distribution networks;transformers,IEEE standard test code;line terminal rated voltage;liquid-immersed distribution;transformers corrigendum,,,,,,,,April 28 2016,,IEEE,IEEE Standards,
ISO/IEC/IEEE International Standard - Systems and software engineering--Measurement process,,,ISO/IEC/IEEE 15939:2017(E),20170424,2017,,,1,49,"This document provides an elaboration of the measurement process from ISO/IEC 15288 and ISO/IEC 12207. The measurement process is applicable to system and software engineering and management disciplines. The process is described through a model that defines the activities of the measurement process that are required to adequately specify what measurement information is required, how the measures and analysis results are to be applied, and how to determine if the analysis results are valid. The measurement process is flexible, tailorable, and adaptable to the needs of different users. This document identifies a process that supports defining a suitable set of measures that address specific information needs. It identifies the activities and tasks that are necessary to successfully identify, define, select, apply, and improve measurement within an overall project or organizational measurement structure. It also provides definitions for commonly used measurement terms.",,Electronic:978-1-5044-3950-3,10.1109/IEEESTD.2017.7907158,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7907158,15939;base measure;data;derived measure;indicator;information needs;measurable concept;measure;measurement;process,Dictionaries;IEC Standards;IEEE Standards;ISO Standards;Information analysis;Measurement;Terminology,IEC standards;ISO standards;software engineering,ISO/IEC 12207;ISO/IEC 15288;information needs;international standard;measurement process;organizational measurement structure;software engineering,,,,,,,,April 20 2017,,IEEE,IEEE Standards,data
IEEE Standard for Ethernet - Corrigendum 1: Multi-lane Timestamping,,,"Corrigendum to IEEE Std 802.3-2015 as amended by IEEE Std 802.3bw-2015, IEEE Std 802.3by-2016, IEEE Std 802.3bq-2016, IEEE Std 802.3bp-2016, IEEE Std 802.3br-2016, IEEE Std 802.3bn-2016, IEEE Std 802.3bz-2016, IEEE Std 802.3bu-2016, IEEE Std 802.3bv-2017",20170424,2017,,,1,16,This corrigendum to IEEE Std 802.3-2015 clarifies which lane of the media dependent interface (MDI) of a multi-lane Physical Layer entity (PHY) is used as the timestamping reference point.,,Electronic:978-1-5044-3921-3,10.1109/IEEESTD.2017.7907155,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7907155,Ethernet;IEEE 802.3;Time Synchronization;corrigendum,Ethernet;IEEE 802.3 Standard;IEEE Standards;Passive optical networks;Synchronization;Time measurement,IEEE standards;computer interfaces;local area networks;telecommunication standards,Ethernet;IEEE Std 802.3-2015;IEEE Std 802.3bn-2016;IEEE Std 802.3bp-2016;IEEE Std 802.3bq-2016;IEEE Std 802.3br-2016;IEEE Std 802.3bu-2016;IEEE Std 802.3bv-2017;IEEE Std 802.3bw-2015;IEEE Std 802.3by-2016;IEEE Std 802.3bz-2016;IEEE standard;MDI;media dependent interface;multilane physical layer entity;multilane timestamping;timestamping reference point,,,,,,,,April 21 2017,,IEEE,IEEE Standards,
IEEE Standard for Low-Rate Wireless Networks--Amendment 4: Higher Rate (2 Mb/s) Physical (PHY) Layer,,,"IEEE Std 802.15.4t-2017 (Amendment to IEEE Std 802.15.4-2015 as amended by IEEE Std 802.15.4n-2016, IEEE Std 802.15.4q-2016, and IEEE Std 802.15.4u-2016",20170414,2017,,,1,25,"This amendment defines a physical layer for IEEE Std 802.15.4(TM)-2015, capable of supporting 2 Mb/s data rates, utilizing the 2400-2483.5 MHz band, having backwards-compatibility to, and the same occupied bandwidth as, the present 2450 MHz O-QPSK physical layer, and capable of simple implementation. Target range should be at least 10 meters. This amendment defines modifications to the medium access control (MAC) sublayer needed to support this new physical layer.",,Electronic:978-1-5044-3933-6,10.1109/IEEESTD.2017.7900315,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7900315,IEEE 802.15.4(TM);LR-WPAN;PAN;RF;WPAN;ad hoc network;low data rate;low power;mobility;personal area network;radio frequency;short range;wireless;wireless personal area network,Ad hoc networks;Data rates;IEEE Standards;Low power electronics;Mobile communication;Personal area networks;Radio frequency;Wireless LAN,IEEE standards;Zigbee;access protocols;quadrature phase shift keying,IEEE Std 802.15.4-2015;MAC sublayer;O-QPSK physical layer;PHY layer;low-rate wireless networks;medium access control;offset quadrature phase-shift keying,,,,,,,,April 14 2017,,IEEE,IEEE Standards,network
IEEE Standard for Ethernet Amendment 5: Specification and Management Parameters for Interspersing Express Traffic,,,"IEEE Std 802.3br-2016 (Amendment to IEEE Std 802.3-2015 as amended by IEEE St802.3bw-2015, IEEE Std 802.3by-2016, IEEE Std 802.3bq-2016, and IEEE Std 802.3bp-2016)",20170414,2016,,,1,58,This amendment to IEEE Std 802.3-2015 specifies additions to and appropriate modifications to add support for interspersing express traffic over a single physical link.,,Electronic:978-1-5044-2335-9,10.1109/IEEESTD.2016.7900321,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7900321,Ethernet;IEEE 802(R);IEEE 802.3(TM);IEEE 802.3br(TM);express traffic;preemption,Ethernet;IEEE 802.3 Standard;IEEE Standards;Passive optical networks;Synchronization;Time measurement,,,,,,,,,,2016,,IEEE,IEEE Standards,
"IEEE Standard Graphic Symbols for Logic Functions (Including and incorporating IEEE Std 91a-1991, Supplement to IEEE Standard Graphic Symbols for Logic Functions)",,,IEEE Std 91a-1991 & IEEE Std 91-1984,20170412,1984,,,1,160,"Graphic symbols for representing logic functions or physical devices capable of carrying out logic functions are presented. Descriptions of logic functions, the graphic representation of these functions, and examples of their applications are provided. The symbols are presented in the context of electrical applications, but most may also be applied to nonelectrical systems (for example, pneumatic, hydraulic, or mechanical). The supplement provided additional internationally approved graphic symbols and made corrections as needed to IEEE Std 91-1984.",,Electronic:978-0-7381-0942-8,10.1109/IEEESTD.1984.7896954,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7896954,functions;graphic;logic;symbols,Graphics;IEEE Standards;Logic functions;Symbols,,,,,,,,,,1984,,IEEE,IEEE Standards,
IEEE Standard Requirements for Conversion of Power Switchgear Equipment,,,IEEE Std C37.59-2002 (Revision of IEEE Std C37.59-1996),20170406,2008,,,1,42,"Directions and requirements are provided for the conversion of qualified power switchgear equipment. Examples such as low-voltage power circuit breakers; high-voltage outdoor and medium-voltage indoor drawout power circuit breakers; medium-voltage fused contactors; medium-voltage ground and test devices; medium-voltage fused load interrupter switches; and all metal-enclosed switchgear are covered. Existing design standards are referenced with appropriate guidance on design testing necessary to design-verify the conversions. Reconditioning, which concerns the maintenance of existing equipment without alteration, is not covered.",,Electronic:978-0-7381-5382-7,10.1109/IEEESTD.2008.7893686,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7893686,C37.59-2007;circuit breakers;conversion;interrupters;power switchgear equipment;qualifieddesign;retrofit;switchgear;vacuum,Circuit breakers;IEEE Standards;Interrupters;Power conversion;Switchgear;Vaccuums,,,,,,,,,,2008,,IEEE,IEEE Standards,qualifieddesign
IEEE Standard for Local and metropolitan area networks--Part 21.1: Media Independent Services,,,IEEE Std 802.21.1-2017,20170406,2017,,,1,211,"Several use cases and services are defined, namely, handover between heterogeneous networks, home energy management system, software-defined radio access networks (SDRANs), radio resource management (RRM), and device-to-device (D2D) communication service that need to be implemented in conjunction with the media independent services (MIS) framework as specified in IEEE Std 802.21(TM)-2017.",,Electronic:978-1-5044-3706-6,10.1109/IEEESTD.2017.7893678,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7893678,IEEE 802(R);IEEE 802.21(TM);IEEE 802.21.1(TM);home energy management system;media independent handover;media independent service;mobile node;mobility;network-assisted device-to-device communication;point of attachment;point of services;radio resource management;seamless;software-defined radio access network;use case,Device-to-device communication;Energy management;Handover;Home automation systems;IEEE Standards;Media Access Protocols;Mobile communication;Resource management;Software defined networking,local area networks;metropolitan area networks;mobile communication;mobility management (mobile radio);radio access networks;software radio;telecommunication standards,D2D communication service;IEEE Std 802.21.1-2017;IEEE standard;MIS;RRM;SDRAN;device-to-device communication service;handover;heterogeneous networks;home energy management system;local area networks;media independent services;metropolitan area networks;radio resource management;software defined radio access networks,,,,,,,,April 7 2017,,IEEE,IEEE Standards,radio
IEEE Standard for Local and Metropolitan Area Networks:Overview and Architecture Amendment 1: Allocation of Uniform Resource Name (URN) Values in IEEE 802(R) Standards,,,IEEE Std 802d-2017 (Amendment to IEEE Std 802-2014),20170330,2017,,,1,17,How Uniform Resource Name (URN) values are allocated in IEEE 802(R) standards is described in this amendment to IEEE Std 802(R)-2014.,,Electronic:978-1-5044-3907-7,10.1109/IEEESTD.2017.7890375,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7890375,IEEE 802(R);URN;Uniform Resource Name,IEEE Standards;Internet;Local area networks;Metropolitan area networks;Uniform resource locators,IEEE standards;local area networks;metropolitan area networks,IEEE 802 standards;IEEE Std 802-2014;IEEE Std 802d-2017;IEEE standard;URN values;local area networks;metropolitan area networks;uniform resource name values,,,,,,,,2017,,IEEE,IEEE Standards,
IEEE Standard for Local and metropolitan area networks-- Link Aggregation--Corrigendum 1:Technical and editorial corrections,,,IEEE Std 802.1AX-2014/Cor 1-2017 (Corrigendum to IEEE Std 802.1AX-2014),20170328,2017,,,1,113,Technical and editorial corrections are provided in this corrigendum to IEEE Std 802.1AX-2014.,,Electronic:978-1-5044-3729-5,10.1109/IEEESTD.2017.7888436,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7888436,Aggregated Link;Aggregator;DRNI;Distributed Resilient Network Interconnect;IEEE 802(R);IEEE 802.1AX(TM);Link Aggregation;Link Aggregation Group;NNI;Network-Network Interface;corrigendum;interconnect;local area network;management,Aggregators;IEEE Standards;Link aggregation;Local area networks;Metropolitan area networks,,,,,,,,,,March 28 2017,,IEEE,IEEE Standards,network
